Select,XPath,Examples
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Scientific American. Japanese. Saiensu
Scientific American. Japanese. Nikkei saiensu
Value line investment survey (Canadian ed.)"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"93659505
93659506
sn 91001312"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"27253481
27257411
19910326"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Isbn/rdf:value,"0660950758
4532092590
9784657105028"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/470143#Work775-36
https://library.yale.edu/data/470143#Work775-37
https://library.yale.edu/data/758515#Work775-33"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:part,"May 10, 1991-
Freetown
1908"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivity/bf:ProvisionActivity/bf:place/bf:Place,"http://id.loc.gov/vocabulary/countries/ja
http://id.loc.gov/vocabulary/countries/hu"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"[s.l.] : [s.n.], 1998
Leipzig : In der Weygandischen Buchhandlung, 1778
Atlanta, Ga. : Centers for Disease Control and Prevention, [2009?]"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:extent/bf:Extent/rdfs:label,"2 vol. (433 p., 34 f.) ; 30 cm.
ix, 258 leaves ; 29 cm.
3 volumes (2, 152, 173; 17, 192; 188, 192 pages) : illustrations"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:seriesStatement,"Document d'étude (Conseil des sciences du Canada)
Document d'étude
Étude générale (Canada. Bibliothèque du Parlement. Service de recherche)"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,2nd ed.
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,"Also issued in Spanish
Reproduction of (manifestation)"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/752010#Work
https://library.yale.edu/data/4455719#Work
https://library.yale.edu/data/5742725#Work"
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Logen
Bank Dagang Negara
Argentina. President."
,/rdf:RDF/bf:Work/bf:otherEdition/bf:Work/bf:language/bf:Language,"http://id.loc.gov/vocabulary/languages/ind
http://id.loc.gov/vocabulary/languages/eng
http://id.loc.gov/vocabulary/languages/fre"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:title/bf:Title/bf:mainTitle,"People's journal
Scientific American monthly
Contract abstracts"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:title/bf:Title/bf:qualifier,"New York, 1964
July 1917"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"People's journal
Scientific American monthly
Contract abstracts"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:part,"Nov. 1854
Nov. 1921
July 4, 1918"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"1762078
1765222
1320750"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"21005336
85640142
sc 78002150"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/470143#Work780-38
https://library.yale.edu/data/470143#Work780-39
https://library.yale.edu/data/492500#Work780-26"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"[Vancouver : Canasus Communications, 1985]-1987"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0740-6495
0084-5620
0027-0202"
,/rdf:RDF/bf:Work/bf:absorbed/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Appalachian Mountain Club
Indiana Farm Colony for Feeble-Minded
South Africa"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:title/bf:Title/bf:mainTitle,"Agricultural statistics, United Kingdom
Modern percussionist
Survey of current business"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Great Britain. Ministry of Agriculture, Fisheries and Food.
Modern drummer
Begegnen"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0065-4590
0039-6222
0893-7850"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Agricultural statistics, United Kingdom
Modern percussionist
Survey of current business"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"75648613
21026819
87658377"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"2244443
1697070
14636448"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/481118#Work785-22
https://library.yale.edu/data/655594#Work785-25
https://library.yale.edu/data/473640#Work785-27"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:part,"2005
1875
Oct. 5, 1809"
,/rdf:RDF/bf:Work/bf:absorbedBy/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"Basel : Mission 21, Evangelisches Missionswerk Basel, 2021-"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:title/bf:Title/bf:mainTitle,"Bulletin d'information (Église réformée de France)
Revue de l'évangélisation
Knygų metraštis"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:title/bf:Title/bf:qualifier,"New York. 1902
National Endowment for the Arts"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Bulletin d'information (Église réformée de France)
Revue de l'évangélisation
Knygų metraštis"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/752483#Work780-27
https://library.yale.edu/data/752483#Work780-28
https://library.yale.edu/data/719901#Work780-32"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"61043669
58053510
sf 82006608"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"23026309
23026581
1386378"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:hasInstance/bf:Instance/bf:part,"July 1908
Mar. 1826
Jan. 5, 1866"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0742-0560
0095-134X
0096-3690"
,/rdf:RDF/bf:Work/bf:mergerOf/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Institute of Bankers (Great Britain)
Lute Society journal
Newsletter (Lute Society (Great Britain))"
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:title/bf:Title/bf:mainTitle,"British journal of clinical psychology
British journal of social psychology
Oferta y demanda global"
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"British journal of clinical psychology
British journal of social psychology
Oferta y demanda global"
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"7198489
7198463
20954628"
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"81642223
81642357
91661958"
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/467330#Work785-41
https://library.yale.edu/data/467330#Work785-42
https://library.yale.edu/data/758357#Work785-27"
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,Ministry of Social Services
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:hasInstance/bf:Instance/bf:part,1900
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Manitoba. Dept. of Community Services and Corrections.
United States
Michigan. Dept. of Administration. Accounting Division."
,/rdf:RDF/bf:Work/bf:continuedInPartBy/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0715-223X
1057-8641
1893-0263"
,/rdf:RDF/bf:Work/bf:musicMedium/bf:MusicMedium/bflc:readMarc382,"38201$achamber orchestra$e1$t1$2lcmpt
38201$apiano$n1$s1$2lcmpt
38201$aclarinet$n1$atrumpet$n1$atrombone$n1$apedal harp$n1$s4$2lcmpt"
,/rdf:RDF/bf:Work/bf:musicMedium/bf:MusicMedium/bflc:appliesTo/bflc:AppliesTo/rdfs:label,1
,/rdf:RDF/bf:Work/bf:musicMedium/bf:MusicMedium/bf:status/bf:Status/rdfs:label,partial
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:title/bf:Title/bf:mainTitle,"Solvent extraction reviews
Ion exchange and solvent extraction
Journal of zoology. Series A"
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:title/bf:Title/bf:qualifier,"Barberton
New York ed."
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0038-125X
0092-0193
0269-364X"
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Solvent extraction reviews
Ion exchange and solvent extraction
Journal of zoology. Series A"
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/489468#Work785-28
https://library.yale.edu/data/489468#Work785-29
https://library.yale.edu/data/613501#Work785-31"
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"86640181
87640791
sn 89029350"
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"11773447
15264754
19601101"
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:hasInstance/bf:Instance/bf:part,1958-1960
,/rdf:RDF/bf:Work/bf:mergedToForm/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Denmark. Danmarks statistik.
Singapore"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:title/bf:Title/bf:mainTitle,"Statistical register of the Colony of the Cape of Good Hope
Southern planter
Academy of Certified Archivists newsletter"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Statistical register of the Colony of the Cape of Good Hope
Southern planter
Academy of Certified Archivists newsletter"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/487865#Work777-30
https://library.yale.edu/data/491481#Work777-31
https://library.yale.edu/data/718549#Work777-32"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"27803710
1481827
7048214"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"03023114
80649998
43037239"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:hasInstance/bf:Instance/bf:part,"July 1909-Dec. 1913
Jan. 1914-June 1948
Apr. 1965-"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"United States. Weather Bureau.
American Library Association"
,/rdf:RDF/bf:Work/bf:issuedWith/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0571-7914
0273-4605
0096-7904"
,/rdf:RDF/bf:Work/bflc:creatorCharacteristic/bflc:CreatorCharacteristic/rdfs:label,"Men
Russians
New Yorkers (New York State)"
,/rdf:RDF/bf:Work/bflc:creatorCharacteristic/bflc:CreatorCharacteristic/bf:source/bf:Source/bf:code,lcdgt
,/rdf:RDF/bf:Work/bflc:creatorCharacteristic/bflc:CreatorCharacteristic/bflc:appliesTo/bflc:AppliesTo/rdfs:label,Composer
,/rdf:RDF/bf:Work/bflc:creatorCharacteristic/bflc:CreatorCharacteristic/bflc:demographicGroup/bflc:DemographicGroup/rdfs:label,"Gender group
Nationality/regional group"
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:title/bf:Title/bf:mainTitle,"Journal officiel de la République française. Débats parlementaires, Sénat. Compte rendu intégral
Journal officiel de la République française. Débats parlementaires, Sénat. Questions remises à la Presidence du Sénat et réponses des ministres aux questions écrites
Documented migration"
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"France. Parlement (1946- ). Sénat.
Deutsche Forschungsgemeinschaft"
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Journal officiel de la République française. Débats parlementaires, Sénat. Compte rendu intégral
Journal officiel de la République française. Débats parlementaires, Sénat. Questions remises à la Presidence du Sénat et réponses des ministres aux questions écrites
Documented migration"
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/487832#Work785-23
https://library.yale.edu/data/487832#Work785-24
https://library.yale.edu/data/574597#Work785-28"
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"sn 00234007
sn 00234008
86645904"
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"44793744
44793748
14075251"
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,"Advance ed.
Daily report
Roundup ed."
,/rdf:RDF/bf:Work/bf:splitInto/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0269-7262
0269-8064
0269-8056"
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:title/bf:Title/bf:mainTitle,"Bulletin - Childs Gallery
Pulpsmith
Przeglad polonijny"
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Childs Gallery
Canada. Forestry Branch.
South Africa. Bureau of Census and Statistics."
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Bulletin - Childs Gallery
Pulpsmith
Przeglad polonijny"
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/471218#Work785-22
https://library.yale.edu/data/468551#Work785-25
https://library.yale.edu/data/469468#Work785-24"
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"sf 98086230
sf 81004058
01008388"
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"1460692
1460693
1764253"
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:hasInstance/bf:Instance/bf:part,"[1st-6th]; 1915/16 - 25/26
1830
1972"
,/rdf:RDF/bf:Work/bf:succeededBy/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0276-0436
0196-8653
0300-4341"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:title/bf:Title/bf:mainTitle,"OKS Print
Works. Selections. 1796.
Second five year's struggle against popery and tyranny"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:title/bf:AbbreviatedTitle/bf:mainTitle,"Bur. Stand. j. res.
Am. j. int. law.
Rec. Columbia Hist. Soc. Wash. D. C."
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"OKS Print
Works of Peter Porcupine
Second five year's struggle against popery and tyranny"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/375416#Work773-84
https://library.yale.edu/data/1167290#Work773-59
https://library.yale.edu/data/1431526#Work773-23"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:editionStatement,"Fourth edition, revised, altered & corrected ..."
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:provisionActivityStatement,"Philadelphia : Published by Thomas Bradford ..., 1796.
1649-1703
London : Printed for the author, 1689"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:part,pamphlet 5
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"08008358
12890977"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Coden/rdf:value,"BRTAAN
AANLAW
PANPA5"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:ReportNumber/rdf:value,v. 2.
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Local/rdf:value,838096
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"1020866 (OCoLC)1715334
2014228668"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bflc:appliesTo/bflc:AppliesTo/rdfs:label,E310.C63 Copy 1
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:seriesStatement,"Collection de documents inédits sur l'histoire de France
Corpus Reformatorum, v. 29-87."
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:note/bf:Note/rdfs:label,URL: http://moa.umdl.umich.edu
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:hasInstance/bf:Instance/bf:extent/bf:Extent/rdfs:label,19 cm.
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Cobbett, William, 1763-1835
Johnson, Samuel"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bflc:appliesTo/bflc:AppliesTo/rdfs:label,E310.C63 Copy 1
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0096-3801
0091-1801
0002-9300"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bflc:relationship/bflc:Relationship/bflc:relation/bflc:Relation/rdfs:label,"Part of the database
Plate in"
,/rdf:RDF/bf:Work/bf:partOf/bf:Work/bflc:relationship/bflc:Relationship/bf:relatedTo,"https://library.yale.edu/data/7111771#Work
https://library.yale.edu/data/10509186#Work
https://library.yale.edu/data/10515273#Work"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:title/bf:Title/bf:mainTitle,"Vestnik Akademii nauk SSSR
地质学报. English. Acta geologica Sinica
Russian metallurgy and fuels"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:contribution/bf:PrimaryContribution/bf:agent/bf:Agent/rdfs:label,"Vestnik Akademii nauk SSSR. English. Herald of the USSR Academy of Sciences
Companhia de Moçambique"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"1057-509X
1000-9515"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"Vestnik Akademii nauk SSSR
地质学报. English. Acta geologica Sinica
Russian metallurgy and fuels"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"24043575
18183147
2267342"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,"92641852
88647745
sn 96031307"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/719596#Work767-37
https://library.yale.edu/data/722736#Work880-46
https://library.yale.edu/data/2416975#Work767-27"
,/rdf:RDF/bf:Work/bf:translation/bf:Work/bf:hasInstance/bf:Instance/bf:part,1962
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:title/bf:Title/bf:mainTitle,"New Zealand Oceanographic Institute memoir
Pokrytii︠a︡ zvezd Lunoi︠u︡, vidimye v Abastumani, ...
Quantitative imagery in the bio-medical sciences"
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:identifiedBy/bf:Issn/rdf:value,"0083-7903
0361-0756"
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:hasInstance/bf:Instance/bf:title/bf:Title/bf:mainTitle,"New Zealand Oceanographic Institute memoir
Pokrytii︠a︡ zvezd Lunoi︠u︡, vidimye v Abastumani, ...
Quantitative imagery in the bio-medical sciences"
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/rdf:value,sf 85001193
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Lccn/bf:assigner/bf:Agent/bf:code,DLC
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/rdf:value,"1630245
10748017
959312"
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:hasInstance/bf:Instance/bf:identifiedBy/bf:Identifier/bf:assigner/bf:Agent/bf:code,OCoLC
,/rdf:RDF/bf:Work/bf:hasSubseries/bf:Work/bf:hasInstance/bf:Instance/bf:instanceOf,"https://library.yale.edu/data/725345#Work762-37
https://library.yale.edu/data/2913677#Work762-20
https://library.yale.edu/data/3185019#Work762-38"
